"Node1","Node2","Correlation"
"SRP135559.OTU57","SRP135559.OTU1",-0.0281462895346291
"SRP135559.OTU184","SRP135559.OTU1",-0.0304515943788107
"SRP135559.OTU26","SRP135559.OTU4",0.033727533787533
"SRP135559.OTU41","SRP135559.OTU4",-0.0503192363060219
"SRP135559.OTU206","SRP135559.OTU4",0.0140575025137804
"SRP135559.OTU2","SRP135559.OTU5",-0.0563606776999499
"SRP135559.OTU26","SRP135559.OTU12",-0.0353204658177446
"SRP135559.OTU12","SRP135559.OTU25",0.0381083260263813
"SRP135559.OTU91","SRP135559.OTU26",-0.038789530066781
"SRP135559.OTU151","SRP135559.OTU26",0.0230124869561709
"SRP135559.OTU206","SRP135559.OTU26",0.0149084916968499
"SRP135559.OTU206","SRP135559.OTU41",-0.0143605559525077
"SRP135559.OTU52","SRP135559.OTU47",0.0475149432039026
"SRP135559.OTU184","SRP135559.OTU48",0.0326922874482155
"SRP135559.OTU91","SRP135559.OTU57",0.0496177529765294
"SRP135559.OTU132","SRP135559.OTU57",0.0502179164985133
"SRP135559.OTU206","SRP135559.OTU61",0.0148553912580548
"SRP135559.OTU12","SRP135559.OTU86",0.0288146724384729
"SRP135559.OTU26","SRP135559.OTU86",-0.0365062608663711
"SRP135559.OTU151","SRP135559.OTU86",-0.0250604635722799
"SRP135559.OTU74","SRP135559.OTU96",0.0425131695497723
"SRP135559.OTU184","SRP135559.OTU96",0.0306616352359222
"SRP135559.OTU132","SRP135559.OTU114",0.0593957347824748
"SRP135559.OTU184","SRP135559.OTU132",0.0327933250902806
"SRP135559.OTU12","SRP135559.OTU151",-0.03034686082718
"SRP135559.OTU26","SRP135559.OTU179",-0.0358136164042624
"SRP135559.OTU86","SRP135559.OTU179",0.0336772718326576
"SRP135559.OTU91","SRP135559.OTU179",0.0429501759004078
"SRP135559.OTU151","SRP135559.OTU179",-0.0223762247728322
