"Node1","Node2","Correlation"
"SRP135559.OTU96","SRP135559.OTU1",-0.0384132810122962
"SRP135559.OTU184","SRP135559.OTU1",-0.0350548266778044
"SRP135559.OTU217","SRP135559.OTU1",-0.030372978582312
"SRP135559.OTU114","SRP135559.OTU2",0.0395387955136328
"SRP135559.OTU132","SRP135559.OTU2",0.0538938349749171
"SRP135559.OTU47","SRP135559.OTU25",0.0310648740481638
"SRP135559.OTU12","SRP135559.OTU26",-0.0296433282058843
"SRP135559.OTU151","SRP135559.OTU26",0.0222789778091873
"SRP135559.OTU91","SRP135559.OTU48",0.0404364231634753
"SRP135559.OTU91","SRP135559.OTU57",0.0467712495186751
"SRP135559.OTU132","SRP135559.OTU57",0.0512525702089023
"SRP135559.OTU184","SRP135559.OTU57",0.0309824660023751
"SRP135559.OTU206","SRP135559.OTU61",0.0159616457342989
"SRP135559.OTU96","SRP135559.OTU74",0.0428906311014741
"SRP135559.OTU96","SRP135559.OTU86",0.0422191974678817
"SRP135559.OTU132","SRP135559.OTU91",0.0495334905608623
"SRP135559.OTU132","SRP135559.OTU114",0.0609334249869313
"SRP135559.OTU184","SRP135559.OTU114",0.0291178566053125
"SRP135559.OTU184","SRP135559.OTU132",0.0315177075995247
"SRP135559.OTU48","SRP135559.OTU179",0.0409907885529239
"SRP135559.OTU86","SRP135559.OTU179",0.0302623375521038
"SRP135559.OTU96","SRP135559.OTU179",0.0396339309287616
"SRP135559.OTU217","SRP135559.OTU206",0.032505059708071
