"Node1","Node2","Correlation"
"SRP135559.OTU2","SRP135559.OTU1",-0.0395702965760963
"SRP135559.OTU16","SRP135559.OTU1",0.026480336833469
"SRP135559.OTU32","SRP135559.OTU1",0.0249235033060771
"SRP135559.OTU71","SRP135559.OTU1",0.0157584015421362
"SRP135559.OTU82","SRP135559.OTU1",-0.0199282246368617
"SRP135559.OTU206","SRP135559.OTU1",-0.0118494683333973
"SRP135559.OTU25","SRP135559.OTU2",-0.00745703268106147
"SRP135559.OTU26","SRP135559.OTU2",0.0224810354831113
"SRP135559.OTU72","SRP135559.OTU2",-0.0275872796331792
"SRP135559.OTU82","SRP135559.OTU2",0.0178742937927264
"SRP135559.OTU5","SRP135559.OTU4",0.0294548305640147
"SRP135559.OTU36","SRP135559.OTU4",0.0298200117573502
"SRP135559.OTU389","SRP135559.OTU4",0.0204192316460541
"SRP135559.OTU36","SRP135559.OTU5",0.0284273597732773
"SRP135559.OTU55","SRP135559.OTU5",0.0232049625658629
"SRP135559.OTU61","SRP135559.OTU5",0.0244833377199482
"SRP135559.OTU47","SRP135559.OTU6",-0.00802421974379339
"SRP135559.OTU64","SRP135559.OTU6",0.0125142643749361
"SRP135559.OTU77","SRP135559.OTU7",0.0115019539450121
"SRP135559.OTU1","SRP135559.OTU9",0.0171408293127718
"SRP135559.OTU2","SRP135559.OTU9",-0.0367090764029458
"SRP135559.OTU16","SRP135559.OTU9",0.0248072758119679
"SRP135559.OTU32","SRP135559.OTU9",0.0228189615024108
"SRP135559.OTU71","SRP135559.OTU9",0.0144756676265256
"SRP135559.OTU82","SRP135559.OTU9",-0.0184921434697196
"SRP135559.OTU48","SRP135559.OTU15",-0.0334313768044455
"SRP135559.OTU32","SRP135559.OTU16",0.0258390914177879
"SRP135559.OTU82","SRP135559.OTU16",-0.0194000410662328
"SRP135559.OTU7","SRP135559.OTU17",0.0259912491746788
"SRP135559.OTU26","SRP135559.OTU17",-0.0265147120179201
"SRP135559.OTU57","SRP135559.OTU17",0.0219908251936814
"SRP135559.OTU68","SRP135559.OTU17",0.0217624602637155
"SRP135559.OTU72","SRP135559.OTU17",0.0244745989658094
"SRP135559.OTU184","SRP135559.OTU17",0.0204487879157158
"SRP135559.OTU2","SRP135559.OTU24",-0.0347294395900842
"SRP135559.OTU26","SRP135559.OTU24",-0.0243415787309603
"SRP135559.OTU57","SRP135559.OTU24",0.0228791766025271
"SRP135559.OTU69","SRP135559.OTU24",0.00637034024987585
"SRP135559.OTU72","SRP135559.OTU24",0.0281073230540421
"SRP135559.OTU69","SRP135559.OTU25",0.00561813439307018
"SRP135559.OTU206","SRP135559.OTU25",-0.0127129505384076
"SRP135559.OTU57","SRP135559.OTU26",-0.0252876296142133
"SRP135559.OTU62","SRP135559.OTU26",-0.026853643656453
"SRP135559.OTU68","SRP135559.OTU26",-0.0236751364924084
"SRP135559.OTU72","SRP135559.OTU26",-0.0290554019365004
"SRP135559.OTU6","SRP135559.OTU31",0.0446980215272676
"SRP135559.OTU47","SRP135559.OTU31",-0.00813007870806803
"SRP135559.OTU64","SRP135559.OTU31",0.0120228343293135
"SRP135559.OTU206","SRP135559.OTU31",-0.0140277330646727
"SRP135559.OTU38","SRP135559.OTU32",0.0208543407299309
"SRP135559.OTU82","SRP135559.OTU32",-0.0173775333366766
"SRP135559.OTU389","SRP135559.OTU32",-0.0181934633811576
"SRP135559.OTU389","SRP135559.OTU36",0.0194656002126703
"SRP135559.OTU1","SRP135559.OTU37",-0.0152680434782598
