samples,index,variable,value
SAMN08707439,SRP135559.OTU26,SRP135559.OTU307,0.39043313143211433
SAMN08707439,SRP135559.OTU36,SRP135559.OTU307,0.3809396685512396
SAMN08707439,SRP135559.OTU39,SRP135559.OTU307,0.5247362057866656
SAMN08707439,SRP135559.OTU47,SRP135559.OTU307,0.3757830533067307
SAMN08707439,SRP135559.OTU59,SRP135559.OTU307,-0.4017244670513942
SAMN08707439,SRP135559.OTU64,SRP135559.OTU307,0.37146503733883995
SAMN08707439,SRP135559.OTU76,SRP135559.OTU307,-0.431554597461865
SAMN08707439,SRP135559.OTU78,SRP135559.OTU307,0.42408730268298855
SAMN08707439,SRP135559.OTU87,SRP135559.OTU307,0.45054900562495065
SAMN08707439,SRP135559.OTU88,SRP135559.OTU307,0.3881062811604742
SAMN08707439,SRP135559.OTU91,SRP135559.OTU307,0.5302548318690523
SAMN08707439,SRP135559.OTU102,SRP135559.OTU307,0.3696633243373466
SAMN08707439,SRP135559.OTU179,SRP135559.OTU307,0.3661846803169529
SAMN08707439,SRP135559.OTU220,SRP135559.OTU307,-0.5047154238118406
SAMN08707439,SRP135559.OTU304,SRP135559.OTU307,0.48589992644300045
SAMN08707431,SRP135559.OTU2,SRP135559.OTU362,-0.34427262417610555
SAMN08707431,SRP135559.OTU4,SRP135559.OTU362,0.38701583184708166
SAMN08707431,SRP135559.OTU5,SRP135559.OTU362,-0.39299189782862726
SAMN08707431,SRP135559.OTU17,SRP135559.OTU362,0.460080793299768
SAMN08707431,SRP135559.OTU24,SRP135559.OTU362,-0.5758767526499402
SAMN08707431,SRP135559.OTU32,SRP135559.OTU362,0.474359449219967
SAMN08707431,SRP135559.OTU51,SRP135559.OTU362,-0.477026660636185
SAMN08707431,SRP135559.OTU80,SRP135559.OTU362,0.718007583170168
SAMN08707431,SRP135559.OTU82,SRP135559.OTU362,0.5179661499297772
SAMN08707431,SRP135559.OTU88,SRP135559.OTU362,-0.4227838324411418
SAMN08707431,SRP135559.OTU151,SRP135559.OTU362,0.5162418035444936
SAMN08707431,SRP135559.OTU165,SRP135559.OTU362,0.4089540225429001
SAMN08707431,SRP135559.OTU181,SRP135559.OTU362,0.38094928770057956
SAMN08707431,SRP135559.OTU184,SRP135559.OTU362,-0.47435841094129677
SAMN08707431,SRP135559.OTU227,SRP135559.OTU362,0.6903356447029204
SAMN08707421,SRP135559.OTU32,SRP135559.OTU362,-0.8651389034902164
SAMN08707421,SRP135559.OTU59,SRP135559.OTU362,-1.082019024801735
SAMN08707421,SRP135559.OTU76,SRP135559.OTU362,-0.9062466246432844
SAMN08707421,SRP135559.OTU181,SRP135559.OTU362,1.1529376801929991
SAMN08707421,SRP135559.OTU220,SRP135559.OTU362,-1.9810347135668631
SAMN08707421,SRP135559.OTU297,SRP135559.OTU362,-1.421767575712936
SAMN08707426,SRP135559.OTU1,SRP135559.OTU483,-0.4875309574571117
SAMN08707426,SRP135559.OTU2,SRP135559.OTU483,0.3676409697794551
SAMN08707426,SRP135559.OTU4,SRP135559.OTU483,-0.379202905129776
SAMN08707426,SRP135559.OTU5,SRP135559.OTU483,0.4146449196965491
SAMN08707426,SRP135559.OTU13,SRP135559.OTU483,0.38120064848400037
SAMN08707426,SRP135559.OTU15,SRP135559.OTU483,0.7173004833527685
SAMN08707426,SRP135559.OTU16,SRP135559.OTU483,-0.516619242173523
SAMN08707426,SRP135559.OTU22,SRP135559.OTU483,0.7015936223682265
SAMN08707426,SRP135559.OTU36,SRP135559.OTU483,0.4047333974478391
SAMN08707426,SRP135559.OTU38,SRP135559.OTU483,-0.4392723455791572
SAMN08707426,SRP135559.OTU55,SRP135559.OTU483,0.7282948205699148
SAMN08707426,SRP135559.OTU61,SRP135559.OTU483,0.5687222580696148
SAMN08707426,SRP135559.OTU128,SRP135559.OTU483,-0.39537320118030606
SAMN08707426,SRP135559.OTU129,SRP135559.OTU483,-0.48666958840953695
SAMN08707426,SRP135559.OTU158,SRP135559.OTU483,-0.6002826564036976
SAMN08707426,SRP135559.OTU179,SRP135559.OTU483,0.418212079263521
SAMN08707426,SRP135559.OTU185,SRP135559.OTU483,0.706896533880071
SAMN08707426,SRP135559.OTU246,SRP135559.OTU483,-0.6102492701501515
SAMN08707428,SRP135559.OTU8,SRP135559.OTU483,-0.35763819800517066
SAMN08707428,SRP135559.OTU77,SRP135559.OTU483,-0.37287987675207446
SAMN08707421,SRP135559.OTU4,SRP135559.OTU483,0.8133731548791571
SAMN08707421,SRP135559.OTU29,SRP135559.OTU483,0.8402065893602296
SAMN08707421,SRP135559.OTU32,SRP135559.OTU483,-1.1285664835460134
SAMN08707421,SRP135559.OTU38,SRP135559.OTU483,-0.9740056515370593
SAMN08707421,SRP135559.OTU51,SRP135559.OTU483,-0.859788039596955
SAMN08707421,SRP135559.OTU59,SRP135559.OTU483,-1.4114847928164982
SAMN08707421,SRP135559.OTU76,SRP135559.OTU483,-1.1821911629138542
SAMN08707421,SRP135559.OTU181,SRP135559.OTU483,1.5039975872473592
SAMN08707421,SRP135559.OTU220,SRP135559.OTU483,-2.584243260189977
SAMN08707421,SRP135559.OTU297,SRP135559.OTU483,-1.8546839436636595
SAMN08707421,SRP135559.OTU362,SRP135559.OTU483,1.079247462359191
